Date,Open,High,Low,Close,Adj Close,Volume
2019-11-04,232500,235000,232000,233000,231182.2031,187139
2019-11-05,233500,236500,232500,235000,233166.6094,189317
2019-11-06,236500,236500,232000,232000,230190.0156,141849
2019-11-07,230000,233000,228500,232000,230190.0156,167175
2019-11-08,234500,237500,233500,237500,235647.1094,248238
2019-11-11,237500,238500,234000,234000,232174.4063,132289
2019-11-12,233000,235000,231000,233000,231182.2031,110041
2019-11-13,234000,235500,233000,234500,232670.5156,149553
2019-11-14,235000,236500,234000,236500,234654.9063,191319
2019-11-15,238500,239000,236500,238000,236143.2031,178993
2019-11-18,240000,242000,239000,240500,238623.7031,203864
2019-11-19,242000,243000,239500,242500,240608.0781,221191
2019-11-20,240500,243000,235500,236000,234158.7969,153421
2019-11-21,237000,237000,230500,234500,232670.5156,225002
2019-11-22,238000,241000,233500,235500,233662.7031,217819
2019-11-25,235500,240000,235500,238000,236143.2031,207569
2019-11-26,238000,240000,237000,239000,237135.4063,292585
2019-11-27,239000,239500,235000,236000,234158.7969,131269
2019-11-28,233000,236000,232500,233000,231182.2031,189958
2019-11-29,234000,234500,231000,231000,229197.8125,162457
2019-12-02,233000,235500,231500,234000,232174.4063,158683
2019-12-03,232000,238000,231000,237000,235151,138668
2019-12-04,234500,235000,221500,224000,222252.4375,555044
2019-12-05,225000,226500,220000,222000,220268.0313,291590
2019-12-06,222000,225500,221000,225500,223740.7188,174993
2019-12-09,223500,225500,221500,223000,221260.2188,196749
2019-12-10,224500,226500,223000,226500,224732.9219,135029
2019-12-11,227500,229000,225000,227500,225725.1094,174129
2019-12-12,229000,229000,226500,228500,226717.3125,269567
2019-12-13,230500,232000,228500,229500,227709.5313,233044
2019-12-16,230000,234000,229000,233500,231678.2969,235802
2019-12-17,233000,235500,232500,234500,232670.5156,228257
2019-12-18,233500,233500,227000,227000,225229.0156,317750
2019-12-19,227000,229000,226500,228500,226717.3125,157147
2019-12-20,230000,230500,227500,228500,226717.3125,173383
2019-12-23,229500,229500,227000,228000,226221.2031,119352
2019-12-24,227500,229000,224000,225000,223244.625,217855
2019-12-26,226000,226000,222500,222500,220764.125,256886
2019-12-27,225500,233500,225500,233000,232225.9219,411543
2019-12-30,233500,236000,233000,236000,235215.9531,193665
2020-01-02,237000,237500,231500,232000,231229.2344,186494
2020-01-03,235000,235500,228500,229000,228239.2031,239332
2020-01-06,227000,230500,226000,230000,229235.8906,151022
2020-01-07,230000,233500,229000,231500,230730.9063,153608
2020-01-08,229000,231000,227000,229000,228239.2031,262681
2020-01-09,230500,233500,230000,232500,231727.5781,277858
2020-01-10,233000,249500,233000,249000,248172.7656,819751
2020-01-13,250000,261000,249000,259000,258139.5469,641733
2020-01-14,265000,274500,263000,265500,264617.9688,761042
2020-01-15,268500,270000,264000,267500,266611.2813,305110
2020-01-16,265500,269000,262000,268500,267607.9688,328175
2020-01-17,270500,273500,268000,269500,268604.6563,350550
2020-01-20,273500,278500,271000,275500,274584.7188,433345
2020-01-21,276000,277500,273000,275500,274584.7188,217679
2020-01-22,276500,287000,276500,286000,285049.8438,382214
2020-01-23,286000,291500,282500,283500,282558.1563,460938
2020-01-28,274500,285500,274000,285000,284053.1563,463275
2020-01-29,289000,291000,282500,287000,286046.5313,414935
2020-01-30,293000,296500,282000,287000,286046.5313,638954
2020-01-31,290500,290500,275000,276000,275083.0625,592428
2020-02-03,271500,284500,268000,284000,283056.4688,558416
2020-02-04,293500,309000,293000,308000,306976.75,939164
2020-02-05,321000,321000,310000,314000,312956.8438,784165
2020-02-06,307000,319500,304500,318500,317441.8438,628991
2020-02-07,317000,322500,314000,317000,315946.8438,650781
2020-02-10,314500,321500,312000,321500,320431.9063,387188
2020-02-11,325000,351000,324000,343000,341860.4688,874870
2020-02-12,341500,343500,337000,338000,336877.0938,641943
2020-02-13,337500,342500,335000,336500,335382.0938,689961
2020-02-14,337500,340000,334000,337000,335880.4063,370649
2020-02-17,338000,339000,332500,338000,336877.0938,298316
2020-02-18,336500,338000,331000,334000,332890.3438,400006
2020-02-19,342500,343500,332000,334000,332890.3438,472858
2020-02-20,332000,347000,330500,343500,342358.8125,527965
2020-02-21,338500,348000,335000,336500,335382.0938,536065
2020-02-24,326000,329500,318500,321000,319933.5625,704622
2020-02-25,317500,322500,312500,321000,319933.5625,842067
2020-02-26,312500,317500,308500,312000,310963.4688,660683
2020-02-27,309000,313500,306000,309500,308471.7813,599405
2020-02-28,301500,303000,292000,295000,294019.9375,919096
2020-03-02,296500,307500,292500,304500,303488.4063,611983
2020-03-03,316500,318500,307500,308000,306976.75,652467
2020-03-04,304000,318000,303000,315000,313953.4688,491231
2020-03-05,322500,324500,316500,323500,322425.2813,554299
2020-03-06,319500,323500,314500,316500,315448.5313,422106
2020-03-09,316500,316500,316500,316500,315448.5313,0
2020-03-10,289000,298000,286000,293500,292524.9063,901344
2020-03-11,297500,301500,287000,289000,288039.875,592068
2020-03-12,289000,289000,289000,289000,288039.875,0
2020-03-13,260000,284500,258000,277500,276578.0938,1076527
2020-03-16,280000,282500,253000,253000,252159.4688,994249
2020-03-17,242000,257000,240500,246000,245182.7344,990457
2020-03-18,246000,249000,221500,221500,220764.125,1105362
2020-03-19,227000,228000,180000,183000,182392.0313,2233285
2020-03-20,197000,216500,194000,216500,215780.7344,1818258
2020-03-23,202000,233500,200500,218500,217774.0938,1576624
2020-03-24,231500,252500,224500,246500,245681.0625,1668595
2020-03-25,267000,269500,249000,257500,256644.5313,1368513
2020-03-26,258500,260500,246500,248000,247176.0781,984405
2020-03-27,258500,260000,236500,248000,247176.0781,975996
2020-03-30,239000,247000,235000,244500,243687.7188,764977
2020-03-31,245500,248000,235500,240500,239701,1011083
2020-04-01,240000,244500,230000,231000,230232.5625,794308
2020-04-02,231500,233500,222000,233000,232225.9219,916444
2020-04-03,241000,245500,228000,231500,230730.9063,1050266
2020-04-06,234500,240000,230500,240000,239202.6563,723090
2020-04-07,246500,251000,240500,245000,244186.0469,1116101
2020-04-08,245000,256000,242500,250000,249169.4375,1069528
2020-04-09,256000,256500,249000,253000,252159.4688,600048
2020-04-10,253500,254000,247000,250500,249667.7813,439031
2020-04-13,248500,248500,241000,241500,240697.6719,412839
2020-04-14,250500,252500,248000,251500,250664.4531,640598
2020-04-16,252000,271500,252000,271000,270099.6563,1230799
2020-04-17,277500,305000,276500,286500,285548.1563,2107737
2020-04-20,287000,294000,278000,283000,282059.7813,875648
2020-04-21,278500,285500,274000,283000,282059.7813,1098619
2020-04-22,274500,285500,273000,285500,284551.5,631088
2020-04-23,291000,291500,284000,284500,283554.8438,607966
2020-04-24,280000,282000,275000,277000,276079.7188,494177
2020-04-27,277000,280500,275000,279000,278073.0938,335350
2020-04-28,285000,288500,277500,279500,278571.4375,505802
2020-04-29,281500,286000,280000,286000,285049.8438,634295
2020-05-04,277500,280500,275500,277000,276079.7188,572771
2020-05-06,283500,284000,278000,281500,280564.7813,347019
2020-05-07,281500,283000,278500,282500,281561.4688,259687
2020-05-08,284000,291000,283000,285500,284551.5,467585
2020-05-11,288500,290000,284500,287000,286046.5313,373632
2020-05-12,286000,287000,279000,284000,283056.4688,415346
2020-05-13,280000,313500,279500,309500,308471.7813,1659104
2020-05-14,310000,316500,299500,308000,306976.75,991739
2020-05-15,308500,310500,301000,302500,301495.0313,462886
2020-05-18,305000,320500,300000,313500,312458.4688,786411
2020-05-19,320000,324500,313500,317500,316445.2188,527064
2020-05-20,316500,331000,315000,331000,329900.3438,614805
2020-05-21,334500,343500,330500,335000,333887.0313,707599
2020-05-22,338000,341000,330000,336000,334883.7188,465772
2020-05-25,338000,348000,336000,348000,346843.8438,659563
2020-05-26,359000,393500,358500,388000,386710.9688,1454090
2020-05-27,378000,383000,363000,365000,363787.4063,1676145
2020-05-28,362500,370500,348500,359000,357807.3438,1477784
2020-05-29,355000,365500,353000,359000,357807.3438,733157
2020-06-01,361000,369500,360500,366000,364784.0625,532951
2020-06-02,373000,379000,368000,370000,368770.7813,694109
2020-06-03,370000,372500,362000,366000,364784.0625,955239
2020-06-04,366000,375000,364000,370500,369269.0938,778566
2020-06-05,371000,376000,369000,371500,370265.7813,648486
2020-06-08,376000,379000,371000,375500,374252.5,691875
2020-06-09,381500,390000,376000,383500,382225.9063,989349
2020-06-10,382000,387000,378500,385000,383720.9375,472751
2020-06-11,389500,399000,381000,387500,386212.6563,1406550
2020-06-12,367000,385000,367000,379500,378239.2188,1010020
2020-06-15,376000,382000,348500,348500,347342.2188,1182814
2020-06-16,367000,376000,360500,376000,374750.8438,846115
2020-06-17,375000,388000,373500,384500,383222.5938,1041621
2020-06-18,384000,384500,374500,377000,375747.5313,549428
2020-06-19,384500,385000,373000,385000,383720.9375,595542
2020-06-22,381000,386500,379500,380500,379235.9063,431672
2020-06-23,384000,389000,378000,381500,380232.5625,546387
2020-06-24,382000,386000,380000,380500,379235.9063,435877
2020-06-25,373500,378000,369500,370000,368770.7813,584819
2020-06-26,375000,375500,362500,370000,368770.7813,436893
2020-06-29,363000,371500,361000,363000,361794.0313,421060
2020-06-30,369500,372500,363000,363500,362292.3438,391878
2020-07-01,370000,379500,367500,370500,369269.0938,541392
2020-07-02,375500,376500,364000,371500,370265.7813,461526
2020-07-03,379500,385000,378000,381000,379734.2188,540737
2020-07-06,384000,388000,380000,388000,386710.9688,517651
2020-07-07,396500,403500,389000,391000,389701,766258
2020-07-08,393500,394500,383000,385500,384219.2813,502917
2020-07-09,385500,395500,380500,393000,391694.3438,705556
2020-07-10,395500,398500,386500,391000,389701,385485
2020-07-13,398000,398500,387000,394000,392691.0313,415777
2020-07-14,387000,394000,386500,392000,390697.6875,401601
2020-07-15,395500,398000,389500,393000,391694.3438,372670
2020-07-16,400000,400000,382500,386000,384717.5938,425923
2020-07-17,383500,385500,376500,383500,382225.9063,357349
2020-07-20,383000,384000,376000,378500,377242.5313,258083
2020-07-21,385000,390500,384500,387000,385714.2813,392214
2020-07-22,384500,389500,380500,388000,386710.9688,254554
2020-07-23,390500,390500,384000,385500,384219.2813,239291
2020-07-24,380000,381000,373500,375500,374252.5,394902
2020-07-27,368500,378500,368500,378000,376744.2188,333007
2020-07-28,387000,397000,381500,393000,391694.3438,1061859
2020-07-29,393000,395500,383000,385500,384219.2813,648131
2020-07-30,386000,387500,380500,383500,382225.9063,305365
2020-07-31,385000,403000,383500,397500,396179.4063,951940
2020-08-03,398000,415500,394000,414500,413122.9375,1058971
2020-08-04,429500,431000,410500,416000,414617.9688,556265
2020-08-05,415500,468000,412500,468000,466445.1875,1319206
2020-08-06,467000,482000,457000,469500,467940.2188,718320
2020-08-07,466500,509000,465500,488000,486378.75,1191900
2020-08-10,486000,486500,470000,473500,471926.9063,831429
2020-08-11,466500,482500,464000,472500,470930.25,1018301
2020-08-12,467500,487500,465500,475500,473920.2813,691109
2020-08-13,483000,486500,464000,471000,469435.2188,710421
2020-08-14,455500,464000,442000,444000,442524.9063,1061360
2020-08-18,434000,452500,431000,433000,431561.4688,774253
2020-08-19,438500,440500,427000,434500,433056.4688,551050
2020-08-20,428000,436500,414000,414500,413122.9375,726581
2020-08-21,422000,428000,411500,423500,422093.0313,633292
2020-08-24,423000,438000,416000,438000,436544.8438,528611
2020-08-25,445500,445500,436500,444000,442524.9063,410725
2020-08-26,442500,462500,439500,456500,454983.4063,650896
2020-08-27,468000,474500,463000,469000,467441.875,769495
2020-08-28,468000,472500,461000,466000,464451.8438,463429
2020-08-31,469000,473000,448000,452500,450996.6875,623312
2020-09-01,453000,459500,444000,454500,452990.0313,367552
2020-09-02,454500,458000,444000,452000,450498.3438,285532
2020-09-03,450500,457000,449000,452500,450996.6875,391863
2020-09-04,430000,443000,430000,439000,437541.5313,428480
2020-09-07,439000,439000,429500,430000,428571.4375,325832
2020-09-08,432000,441500,423500,435500,434053.1563,326350
2020-09-09,430000,433000,426000,429500,428073.0938,281121
2020-09-10,434500,434500,427500,430000,428571.4375,288498
2020-09-11,431500,435000,423500,429500,428073.0938,207772
2020-09-14,432500,437000,423000,436000,434551.5,305388
2020-09-15,441000,453500,435000,452500,450996.6875,410696
2020-09-16,450000,452500,440500,449500,448006.6563,365621
2020-09-17,445500,463000,445000,445500,444019.9375,655397
2020-09-18,450000,459500,449000,453000,451495.0313,394156
2020-09-21,455500,461000,440000,446000,444518.2813,424967
2020-09-22,446000,455000,443000,446500,445016.625,441003
2020-09-23,456500,457000,420000,436500,435049.8438,589077
2020-09-24,425500,432000,408000,410000,408637.875,722856
2020-09-25,415000,417500,406000,412000,410631.2188,293217
2020-09-28,418000,424000,413000,421000,419601.3438,229317
2020-09-29,433500,434000,426500,433500,432059.8125,290281
2020-10-05,433500,439000,427500,436500,435049.8438,287112
2020-10-06,438500,442000,433500,436500,435049.8438,174258
2020-10-07,435000,439500,430500,439500,438039.875,207266
2020-10-08,444000,448500,441000,445000,443521.5938,389076
2020-10-12,453000,453500,439000,440000,438538.2188,279158
2020-10-13,448000,448000,438000,445500,444019.9375,262374
2020-10-14,441000,445000,435000,438500,437043.2188,286567
2020-10-15,437500,437500,427000,429000,427574.7813,273763
2020-10-16,429000,430500,415500,420000,418604.6563,301054
2020-10-19,421500,422500,412000,413000,411627.9063,283672
2020-10-20,406500,432500,406500,432500,431063.125,317386
2020-10-21,434000,436500,429500,433000,431561.4688,239137
2020-10-22,430000,437500,425000,429500,428073.0938,193326
2020-10-23,432000,432000,422000,424500,423089.7188,143468
2020-10-26,421000,424000,416000,417500,416112.9688,174312
2020-10-27,413000,431500,413000,430000,428571.4375,399221
2020-10-28,436500,436500,424500,430000,428571.4375,257709
2020-10-29,425000,432500,420000,431500,430066.4688,261803
2020-10-30,433500,454000,432000,442000,440531.5625,1316269
2020-11-02,447500,448000,427000,440000,438538.2188,460501
2020-11-03,443000,466000,442000,459500,457973.4375,712258
2020-11-04,466500,471000,453000,459500,457973.4375,493759
2020-11-05,472000,484000,466500,484000,482392.0313,727072
2020-11-06,494000,500000,488500,499000,497342.1875,865926
2020-11-09,512000,536000,509000,533000,531229.25,824167
2020-11-10,527000,541000,521000,533000,531229.25,596508
2020-11-11,526000,532000,509000,512000,510299,656555
2020-11-12,513000,519000,508000,515000,513289.0625,493665
2020-11-13,498000,505000,482000,501000,499335.5625,997668
2020-11-16,492000,496000,485000,485500,483887.0625,569489
2020-11-17,491000,500000,487000,493500,491860.4688,401132
2020-11-18,497000,508000,491000,501000,499335.5625,388798
2020-11-19,505000,518000,500000,518000,516279.0938,447437
2020-11-20,518000,518000,510000,515000,513289.0625,361651
2020-11-23,520000,532000,516000,526000,524252.4688,374985
2020-11-24,535000,552000,531000,552000,550166.125,610630
2020-11-25,561000,563000,531000,538000,536212.625,790975
2020-11-26,545000,551000,536000,550000,548172.8125,400227
2020-11-27,546000,552000,538000,551000,549169.4375,336010
2020-11-30,555000,556000,533000,533000,531229.25,619138
2020-12-01,543000,547000,535000,547000,545182.6875,245050
2020-12-02,547000,553000,542000,552000,550166.125,381777
2020-12-03,550000,553000,545000,552000,550166.125,350643
2020-12-04,553000,553000,545000,551000,549169.4375,335878
2020-12-07,552000,553000,541000,546000,544186.0625,318117
2020-12-08,551000,571000,550000,553000,551162.8125,592722
2020-12-09,562000,569000,557000,566000,564119.5625,413402
2020-12-10,556000,568000,553000,560000,558139.5625,500393
2020-12-11,570000,570000,551000,556000,554152.8125,349151
2020-12-14,553000,553000,543000,549000,547176.0625,285611
2020-12-15,552000,554000,545000,552000,550166.125,297350
2020-12-16,560000,564000,554000,564000,562126.25,365414
2020-12-17,564000,567000,557000,567000,565116.3125,322991
2020-12-18,571000,571000,559000,568000,566112.9375,252660
2020-12-21,568000,569000,561000,566000,564119.5625,243244
2020-12-22,564000,565000,553000,555000,553156.1875,241689
2020-12-23,559000,559000,543000,554000,552159.4375,264539
2020-12-24,557000,569000,554000,563000,561129.5625,361601
2020-12-28,561000,563000,556000,559000,557142.875,315619
2020-12-29,572000,603000,563000,601000,600076.8125,827634
2020-12-30,602000,630000,595000,628000,627035.375,503572
2021-01-04,660000,682000,640000,671000,669969.3125,694737
2021-01-05,675000,686000,658000,686000,684946.25,601692
2021-01-06,693000,702000,671000,680000,678955.5,669150
2021-01-07,688000,712000,676000,698000,696927.8125,756799
2021-01-08,710000,739000,705000,739000,737864.8125,890113
2021-01-11,750000,773000,717000,730000,728878.6875,1010964
2021-01-12,731000,749000,703000,745000,743855.625,944536
2021-01-13,738000,759000,735000,754000,752841.8125,576057
2021-01-14,751000,768000,746000,749000,747849.5,531618
2021-01-15,756000,764000,736000,737000,735867.9375,532859
2021-01-18,715000,729000,705000,706000,704915.5625,644139
2021-01-19,706000,735000,705000,732000,730875.625,430480
2021-01-20,753000,753000,724000,744000,742857.1875,419120
2021-01-21,755000,756000,738000,745000,743855.625,377379
2021-01-22,751000,809000,745000,792000,790783.4375,973969
2021-01-25,797000,797000,780000,790000,788786.5,386549
2021-01-26,795000,816000,783000,790000,788786.5,472724
2021-01-27,797000,813000,786000,789000,787788.0625,474277
2021-01-28,765000,773000,743000,767000,765821.8125,751481
2021-01-29,768000,770000,727000,734000,732872.5,764317
2021-02-01,730000,747000,719000,745000,743855.625,438114
2021-02-02,764000,764000,741000,752000,750844.875,396348
2021-02-03,758000,763000,747000,758000,756835.6875,346901
2021-02-04,758000,765000,742000,747000,745852.5625,365398
2021-02-05,751000,778000,749000,775000,773809.5625,462993
2021-02-08,773000,782000,766000,770000,768817.25,327449
2021-02-09,778000,784000,771000,772000,770814.125,214890
2021-02-10,775000,783000,762000,783000,781797.25,296151
2021-02-15,806000,813000,794000,805000,803763.4375,425235
2021-02-16,806000,807000,800000,803000,801766.5625,218198
2021-02-17,817000,818000,800000,805000,803763.4375,319814
2021-02-18,801000,804000,789000,789000,787788.0625,252259
2021-02-19,788000,788000,762000,770000,768817.25,420868
2021-02-22,773000,773000,735000,739000,737864.8125,504042
2021-02-23,723000,726000,703000,710000,708909.375,610943
2021-02-24,702000,719000,687000,687000,685944.75,556519
2021-02-25,704000,709000,692000,704000,702918.625,445534
2021-02-26,683000,686000,668000,674000,672964.6875,579115
2021-03-02,696000,709000,675000,684000,682949.3125,579401
2021-03-03,687000,696000,678000,696000,694930.875,309191
2021-03-04,681000,691000,672000,678000,676958.5625,370526
2021-03-05,658000,682000,654000,671000,669969.3125,430233
2021-03-08,673000,675000,650000,650000,649001.5625,366129
2021-03-09,639000,649000,613000,636000,635023.0625,678006
2021-03-10,666000,667000,636000,636000,635023.0625,458534
2021-03-11,649000,690000,643000,687000,685944.75,709286
2021-03-12,704000,710000,683000,689000,687941.625,410178
2021-03-15,689000,703000,681000,686000,684946.25,279236
2021-03-16,695000,702000,667000,680000,678955.5,499953
2021-03-17,680000,680000,631000,639000,638018.4375,863521
2021-03-18,655000,669000,653000,662000,660983.125,533133
2021-03-19,645000,661000,642000,661000,659984.6875,323839
2021-03-22,661000,662000,639000,642000,641013.8125,386142
2021-03-23,650000,651000,624000,624000,623041.5,391488
2021-03-24,620000,642000,619000,635000,634024.625,359788
2021-03-25,636000,647000,631000,635000,634024.625,311449
2021-03-26,640000,649000,628000,647000,646006.1875,316869
2021-03-29,651000,660000,639000,651000,650000,278530
2021-03-30,654000,672000,649000,670000,668970.8125,333388
2021-03-31,675000,676000,660000,660000,658986.1875,318665
2021-04-01,670000,673000,660000,667000,665975.4375,250062
2021-04-02,668000,672000,665000,668000,666973.875,233457
2021-04-05,665000,666000,650000,655000,653993.875,255627
2021-04-06,659000,660000,639000,642000,641013.8125,322234
2021-04-07,652000,671000,646000,654000,652995.4375,449552
2021-04-08,662000,662000,652000,657000,655990.8125,258806
2021-04-09,661000,673000,659000,663000,661981.5625,327636
2021-04-12,673000,673000,651000,655000,653993.875,341245
2021-04-13,665000,697000,663000,690000,688940.125,908436
2021-04-14,700000,705000,685000,697000,695929.375,489847
2021-04-15,697000,702000,688000,700000,698924.75,361247
2021-04-16,704000,712000,693000,694000,692933.9375,301497
2021-04-19,692000,694000,685000,688000,686943.1875,211812
2021-04-20,690000,692000,683000,690000,688940.125,192025
2021-04-21,685000,686000,669000,671000,669969.3125,283338
2021-04-22,679000,679000,670000,672000,670967.75,190576
2021-04-23,672000,677000,660000,670000,668970.8125,184541
2021-04-26,680000,689000,671000,689000,687941.625,272880
2021-04-27,691000,693000,683000,685000,683947.8125,260590
2021-04-28,685000,685000,667000,667000,665975.4375,330896
2021-04-29,670000,685000,667000,672000,670967.75,341060
2021-04-30,671000,672000,653000,654000,652995.4375,280788
2021-05-03,655000,655000,636000,639000,638018.4375,258398
2021-05-04,630000,652000,630000,650000,649001.5625,211468
2021-05-06,646000,650000,635000,642000,641013.8125,320141
2021-05-07,643000,649000,635000,642000,641013.8125,243140
2021-05-10,655000,658000,645000,652000,650998.5,239224
2021-05-11,646000,656000,640000,641000,640015.375,379477
2021-05-12,641000,642000,628000,633000,632027.6875,293943
2021-05-13,614000,618000,600000,602000,601075.3125,588763
2021-05-14,608000,633000,605000,626000,625038.4375,288206
2021-05-17,633000,642000,617000,623000,622043,257196
2021-05-18,629000,631000,617000,631000,630030.75,183687
2021-05-20,626000,642000,625000,636000,635023.0625,281873
2021-05-21,649000,649000,636000,643000,642012.3125,301766
2021-05-24,637000,641000,631000,635000,634024.625,170568
2021-05-25,635000,643000,629000,643000,642012.3125,201202
2021-05-26,644000,644000,631000,637000,636021.5,194013
2021-05-27,636000,639000,621000,636000,635023.0625,355381
2021-05-28,645000,645000,636000,640000,639016.9375,177042
2021-05-31,640000,641000,606000,615000,614055.3125,639305
2021-06-01,609000,619000,606000,616000,615053.75,249348
2021-06-02,618000,619000,610000,611000,610061.4375,225233
2021-06-03,608000,624000,608000,620000,619047.625,260859
2021-06-04,612000,624000,611000,621000,620046.125,176166
2021-06-07,622000,628000,616000,622000,621044.5625,130691
2021-06-08,621000,622000,615000,615000,614055.3125,145294
2021-06-09,613000,615000,606000,606000,605069.125,278294
2021-06-10,611000,616000,606000,610000,609063,404007
2021-06-11,617000,640000,616000,638000,637020,598955
2021-06-14,643000,645000,635000,639000,638018.4375,210814
2021-06-15,645000,654000,643000,653000,651996.9375,349074
2021-06-16,653000,657000,645000,656000,654992.3125,238734
2021-06-17,654000,658000,648000,650000,649001.5625,232949
2021-06-18,665000,678000,658000,674000,672964.6875,456319
2021-06-21,673000,685000,665000,681000,679953.9375,390155
2021-06-22,678000,684000,667000,683000,681950.875,294145
2021-06-23,684000,692000,680000,684000,682949.3125,254367
2021-06-24,691000,695000,686000,690000,688940.125,300007
2021-06-25,698000,699000,680000,688000,686943.1875,247888
2021-06-28,687000,691000,676000,679000,677957,176132
2021-06-29,680000,689000,677000,686000,684946.25,225136
2021-06-30,690000,700000,690000,698000,696927.8125,342344
2021-07-01,702000,729000,701000,724000,722887.875,601568
2021-07-02,731000,745000,718000,723000,721889.4375,329570
2021-07-05,726000,730000,717000,722000,720890.9375,177677
2021-07-06,729000,749000,724000,747000,745852.5625,405598
2021-07-07,749000,758000,742000,749000,747849.5,343412
2021-07-08,754000,757000,732000,732000,730875.625,347334
2021-07-09,726000,740000,712000,736000,734869.4375,375248
2021-07-12,739000,743000,722000,730000,728878.6875,227623
2021-07-13,737000,750000,733000,750000,748847.9375,321888
2021-07-14,746000,750000,738000,745000,743855.625,221205
2021-07-15,748000,754000,735000,750000,748847.9375,271034
2021-07-16,743000,757000,741000,749000,747849.5,152189
2021-07-19,742000,747000,734000,743000,741858.6875,158387
2021-07-20,734000,743000,720000,731000,729877.125,257595
2021-07-21,738000,743000,727000,733000,731874.0625,199429
2021-07-22,738000,742000,731000,738000,736866.375,130209
2021-07-23,740000,751000,736000,751000,749846.4375,253498
2021-07-26,760000,760000,736000,737000,735867.9375,227142
2021-07-27,742000,770000,736000,760000,758832.5625,435405
2021-07-28,760000,770000,751000,759000,757834.125,323850
2021-07-29,768000,768000,760000,765000,763824.875,200138
2021-07-30,761000,762000,739000,741000,739861.75,311735
2021-08-02,744000,747000,733000,747000,745852.5625,195222
2021-08-03,751000,761000,740000,749000,747849.5,181067
2021-08-04,753000,753000,727000,745000,743855.625,245717
2021-08-05,748000,774000,744000,771000,769815.6875,484304
2021-08-06,775000,786000,771000,776000,774808,266954
2021-08-09,774000,780000,766000,778000,776804.9375,192772
2021-08-10,789000,802000,784000,800000,798771.125,402811
2021-08-11,802000,808000,791000,802000,800768.0625,282752
2021-08-12,804000,825000,797000,817000,815745,452859
2021-08-13,826000,828000,807000,817000,815745,328880
2021-08-17,808000,815000,790000,794000,792780.375,394750
2021-08-18,792000,802000,776000,794000,792780.375,217653
2021-08-19,793000,798000,776000,777000,775806.5,275059
2021-08-20,776000,785000,761000,772000,770814.125,286500
2021-08-23,780000,808000,773000,798000,796774.1875,367152
2021-08-24,806000,811000,746000,770000,768817.25,522225
2021-08-25,771000,777000,761000,776000,774808,242294
2021-08-26,778000,781000,758000,765000,763824.875,217222
2021-08-27,762000,770000,755000,765000,763824.875,152681
2021-08-30,773000,775000,753000,763000,761828,190003
2021-08-31,762000,793000,760000,793000,791781.875,393904
2021-09-01,793000,795000,779000,788000,786789.5625,203671
2021-09-02,781000,786000,750000,750000,748847.9375,512964
2021-09-03,757000,764000,753000,760000,758832.5625,215816
2021-09-06,760000,769000,754000,767000,765821.8125,135638
2021-09-07,774000,783000,770000,775000,773809.5625,183517
2021-09-08,775000,775000,761000,770000,768817.25,237847
2021-09-09,762000,770000,746000,749000,747849.5,327119
2021-09-10,750000,760000,744000,750000,748847.9375,180522
2021-09-13,745000,747000,736000,741000,739861.75,200788
2021-09-14,741000,756000,741000,755000,753840.25,197540
2021-09-15,761000,761000,747000,750000,748847.9375,126911
2021-09-16,735000,743000,710000,725000,723886.375,721596
2021-09-17,724000,732000,720000,725000,723886.375,261206
2021-09-23,717000,738000,717000,731000,729877.125,244319
2021-09-24,736000,737000,721000,726000,724884.8125,165459
2021-09-27,742000,748000,727000,735000,733871,294801
2021-09-28,730000,734000,712000,715000,713901.6875,245354
2021-09-29,700000,710000,695000,709000,707910.9375,305935
2021-09-30,709000,719000,702000,718000,716897.125,255516
2021-10-01,709000,718000,702000,707000,705914,184464
2021-10-05,688000,694000,670000,680000,678955.5,362844
2021-10-06,681000,692000,666000,666000,664977,356588
2021-10-07,674000,677000,657000,667000,665975.4375,244557
2021-10-08,680000,695000,671000,686000,684946.25,305824
2021-10-12,687000,692000,654000,663000,661981.5625,375134
2021-10-13,663000,677000,660000,671000,669969.3125,231403
2021-10-14,680000,692000,675000,692000,690937.0625,312086
2021-10-15,703000,715000,698000,712000,710906.3125,244985
2021-10-18,725000,729000,701000,705000,703917.0625,351948
2021-10-19,715000,729000,706000,727000,725883.25,234325
2021-10-20,735000,739000,724000,727000,725883.25,194324
2021-10-21,728000,732000,710000,723000,721889.4375,216561
2021-10-22,725000,740000,718000,737000,735867.9375,236292
2021-10-25,730000,738000,718000,733000,731874.0625,193950
2021-10-26,746000,749000,734000,746000,744854.0625,262808
2021-10-27,738000,753000,737000,750000,748847.9375,166080
2021-10-28,755000,765000,746000,746000,744854.0625,274688
2021-10-29,747000,749000,734000,734000,732872.5,349789
2021-11-01,733000,733000,716000,723000,721889.4375,256098
2021-11-02,732000,743000,724000,731000,729877.125,218949
2021-11-03,732000,747000,725000,732000,730875.625,252349
2021-11-04,740000,751000,738000,751000,749846.4375,308279
2021-11-05,752000,755000,738000,755000,753840.25,190977
2021-11-08,756000,756000,740000,744000,742857.1875,141313
2021-11-09,740000,752000,738000,748000,746851,156122
2021-11-10,739000,748000,735000,748000,746851,160796
2021-11-11,747000,753000,735000,753000,751843.3125,229438
2021-11-12,757000,757000,745000,751000,749846.4375,193895
2021-11-15,758000,759000,747000,754000,752841.8125,124345
2021-11-16,754000,765000,752000,760000,758832.5625,201440
