Date,Open,High,Low,Close,Adj Close,Volume
2022-03-16,97900,98700,96900,98000,98000,301777
2022-03-17,98000,98000,98000,98000,98000,0
2022-03-18,107000,107000,104000,105500,105500,336805
2022-03-21,106500,107500,105500,106000,106000,245144
2022-03-22,106000,107500,104000,107000,107000,184993
2022-03-23,109000,111000,108500,111000,111000,375260
2022-03-24,110500,113000,108000,113000,113000,234448
2022-03-25,113500,118000,112000,117500,117500,463919
2022-03-28,117500,119000,115000,117000,117000,302074
2022-03-29,118500,123000,118000,121000,121000,393733
2022-03-30,122500,123000,119000,119500,119500,280943
2022-03-31,118000,121500,118000,120500,120500,231838
2022-04-01,119500,121000,118500,119500,119500,196500
2022-04-04,120000,123000,119000,122500,122500,187356
2022-04-05,124000,125000,122000,124500,124500,276085
2022-04-06,122000,127000,122000,124500,124500,313200
2022-04-07,122500,124500,121000,124000,124000,338003
2022-04-08,126000,140000,125000,139000,139000,1938837
2022-04-11,138500,138500,125500,126500,126500,1313109
2022-04-12,123500,128000,122000,126000,126000,442287
2022-04-13,126500,128500,125000,127000,127000,300118
2022-04-14,127500,133000,127000,130500,130500,604179
2022-04-15,129500,133000,129000,130500,130500,286679
2022-04-18,131000,136500,129500,129500,129500,423144
2022-04-19,131500,132000,129000,130000,130000,243997
2022-04-20,131000,131000,126000,126500,126500,343838
2022-04-21,127000,131000,127000,130000,130000,282403
2022-04-22,127500,128000,126000,126000,126000,265611
2022-04-25,123000,129500,120000,127500,127500,578572
2022-04-26,129000,133500,129000,131000,131000,527938
2022-04-27,126500,134000,126000,133500,133500,439957
2022-04-28,134500,135000,131000,134000,134000,284138
2022-04-29,133000,136000,132500,136000,136000,350650
2022-05-02,134000,137500,134000,135000,135000,235666
2022-05-03,136000,136500,132000,134000,134000,295796
2022-05-04,134000,136000,132000,132500,132500,201839
2022-05-06,130000,132000,128500,130500,130500,191924
2022-05-10,123500,127000,122000,126500,126500,372207
2022-05-11,126500,127000,122500,124000,124000,244301
2022-05-12,123000,128000,121000,123500,123500,364065
2022-05-13,124500,128500,124500,127000,127000,338708
2022-05-16,128500,129500,123500,123500,123500,280894
2022-05-17,123000,124500,121500,124000,124000,249093
2022-05-18,125500,128000,123000,124000,124000,310866
2022-05-19,120500,130000,120500,128500,128500,448836
2022-05-20,129000,138500,127500,136500,136500,1176970
2022-05-23,137000,137000,131500,133500,133500,425566
2022-05-24,132500,133500,127500,128000,128000,421657
2022-05-25,129500,134000,126500,133500,133500,545064
2022-05-26,134000,136000,131500,133000,133000,412177
2022-05-27,136000,136000,126000,128500,128500,1020358
2022-05-30,131500,133000,129500,132000,132000,497750
2022-05-31,133000,133500,129000,130500,130500,693162
2022-06-02,131500,135500,131000,135000,135000,623216
2022-06-03,135500,135500,132500,134000,134000,268429
2022-06-07,133500,134000,128000,129000,129000,444415
2022-06-08,130500,131000,129000,129500,129500,162678
2022-06-09,128500,133000,128000,132500,132500,365125
2022-06-10,130500,131000,129000,130500,130500,179407
2022-06-13,127500,129500,126000,126000,126000,306941
2022-06-14,123000,128000,122500,126500,126500,330341
2022-06-15,127000,132000,124500,125500,125500,432309
2022-06-16,128500,129500,126500,126500,126500,271418
2022-06-17,123500,128000,123000,126500,126500,248496
2022-06-20,127500,128000,122000,125500,125500,263792
2022-06-21,126000,126500,122500,124500,124500,232913
2022-06-22,126000,126000,118000,118500,118500,356161
2022-06-23,117000,120000,111500,112000,112000,504194
2022-06-24,112000,115500,110500,114500,114500,382690
2022-06-27,115500,118500,115000,116000,116000,241984
2022-06-28,116000,118500,116000,117000,117000,128324
2022-06-29,115000,116000,111000,114500,114500,299900
2022-06-30,116000,116500,105500,107000,107000,508483
2022-07-01,107500,108500,102500,104000,104000,490412
2022-07-04,104000,104500,100500,103000,103000,337632
2022-07-05,103500,107500,103000,107000,107000,226968
2022-07-06,106500,109000,104000,106000,106000,251236
2022-07-07,107000,108500,105500,108000,108000,196782
2022-07-08,109500,112000,108000,109000,109000,222473
2022-07-11,110000,110000,107500,108000,108000,109083
2022-07-12,106500,107000,103000,104000,104000,202906
2022-07-13,104000,108500,103500,108500,108500,238916
2022-07-14,109000,112000,108500,110000,110000,317600
2022-07-15,110500,110500,108000,109000,109000,156374
2022-07-18,110000,112500,107000,112000,112000,235294
2022-07-19,111500,115000,110500,113500,113500,188757
2022-07-20,116000,120000,115500,118000,118000,318270
2022-07-21,118500,120500,117000,118500,118500,353586
2022-07-22,119000,120500,115000,116000,116000,365113
2022-07-25,116000,118000,116000,117500,117500,150301
2022-07-26,117500,122500,116000,118500,118500,342504
2022-07-27,118500,119000,114500,116000,116000,351428
2022-07-28,118500,139000,117500,135500,135500,4407062
2022-07-29,135000,136500,130500,131500,131500,979328
2022-08-01,132500,135000,131500,133500,133500,649284
2022-08-02,134500,136000,131500,133500,133500,471997
2022-08-03,133500,137000,132500,136500,136500,514084
2022-08-04,138000,140000,134500,135500,135500,534503
2022-08-05,136000,138000,135500,136500,136500,336528
2022-08-08,137000,145500,136500,143500,143500,1193896
2022-08-09,144500,156000,144000,151500,151500,1898294
2022-08-10,153000,155500,150500,153000,153000,850820
2022-08-11,156500,164500,155000,160500,160500,1641466
2022-08-12,159500,162000,157500,160000,160000,683358
2022-08-16,161500,163500,159500,162000,162000,558384
2022-08-17,161500,167000,157000,158500,158500,1183679
2022-08-18,157000,161500,156000,161500,161500,532797
2022-08-19,161000,161500,154500,157000,157000,777844
2022-08-22,154000,161000,153500,160000,160000,821824
2022-08-23,159000,162500,158000,159000,159000,546264
2022-08-24,159000,166000,158500,166000,166000,1114907
2022-08-25,167500,169000,162500,166500,166500,858569
2022-08-26,167000,168000,163000,163500,163500,528306
2022-08-29,157500,171000,157500,169500,169500,1075515
2022-08-30,171000,172500,167000,168000,168000,725066
2022-08-31,167000,169500,162500,168000,168000,671065
2022-09-01,166500,169000,162500,163000,163000,504120
2022-09-02,165000,167000,161000,164500,164500,427296
2022-09-05,164000,168000,163000,164500,164500,431171
2022-09-06,163500,169000,163500,169000,169000,459174
2022-09-07,168000,170000,166000,169000,169000,456107
2022-09-08,171000,172500,165000,169000,169000,720435
2022-09-13,171000,180000,171000,179500,179500,1186998
2022-09-14,175000,187000,174500,185500,185500,1376920
2022-09-15,184000,187000,180000,185500,185500,816121
2022-09-16,184000,188500,176000,177500,177500,1198083
2022-09-19,180000,182000,176000,177500,177500,702256
2022-09-20,180000,181000,176500,179000,179000,459275
2022-09-21,177500,180000,176000,179500,179500,321706
2022-09-22,177500,184000,177000,183500,183500,456502
2022-09-23,183000,184000,174500,175000,175000,696885
2022-09-26,172000,173000,164500,166000,166000,1089002
2022-09-27,167000,169500,163000,169000,169000,806349
2022-09-28,167000,167500,156000,158500,158500,1223129
2022-09-29,162000,162000,153000,153000,153000,1147742
2022-09-30,150500,154000,148500,150000,150000,948498
